TransactionID,Item,ItemCategory1,ItemCategory2
190,other vegetables,fruit and vegetables,vegetables
191,dog food,canned food,pet food/care
192,specialty bar,snacks and candies,chocolate
193,curd,fresh products,dairy produce
193,salt,processed food,staple foods
193,liquor (appetizer),drinks,hard drinks
193,detergent,detergent,detergent/softener
193,shopping bags,non-food,bags
194,frankfurter,meat and sausage,sausage
194,rolls/buns,fresh products,bread and backed goods
195,soda,drinks,non-alc. drinks
196,beef,meat and sausage,beef
196,berries,fruit and vegetables,fruit
196,root vegetables,fruit and vegetables,vegetables
196,whole milk,fresh products,dairy produce
196,dessert,fresh products,dairy produce
196,spread cheese,fresh products,cheese
196,brown bread,fresh products,bread and backed goods
197,canned beer,drinks,beer
198,pork,meat and sausage,pork
198,beef,meat and sausage,beef
198,pip fruit,fruit and vegetables,fruit
198,herbs,fruit and vegetables,vegetables
198,spices,processed food,condiments
199,frankfurter,meat and sausage,sausage
199,citrus fruit,fruit and vegetables,fruit
199,UHT-milk,fresh products,shelf-stable dairy
199,margarine,processed food,vinegar/oils
199,sugar,processed food,sweetener
200,sausage,meat and sausage,sausage
200,bottled beer,drinks,beer
200,liquor (appetizer),drinks,hard drinks
201,canned beer,drinks,beer
202,specialty chocolate,snacks and candies,chocolate
203,curd,fresh products,dairy produce
203,rolls/buns,fresh products,bread and backed goods
204,canned beer,drinks,beer
205,whole milk,fresh products,dairy produce
205,bottled water,drinks,non-alc. drinks
205,newspapers,non-food,games/books/hobby
206,rolls/buns,fresh products,bread and backed goods
206,chewing gum,snacks and candies,chewing gum
207,pork,meat and sausage,pork
207,root vegetables,fruit and vegetables,vegetables
207,other vegetables,fruit and vegetables,vegetables
207,whole milk,fresh products,dairy produce
207,dishes,non-food,non-food kitchen
208,citrus fruit,fruit and vegetables,fruit
208,pastry,fresh products,bread and backed goods
209,pot plants,non-food,garden
210,rolls/buns,fresh products,bread and backed goods
210,pastry,fresh products,bread and backed goods
210,soda,drinks,non-alc. drinks
211,butter,fresh products,dairy produce
211,yogurt,fresh products,dairy produce
211,bottled water,drinks,non-alc. drinks
211,soda,drinks,non-alc. drinks
211,make up remover,perfumery,cosmetics
211,hygiene articles,perfumery,perfumery
212,condensed milk,fresh products,shelf-stable dairy
212,sugar,processed food,sweetener
212,coffee,drinks,coffee
212,shopping bags,non-food,bags
213,sausage,meat and sausage,sausage
213,other vegetables,fruit and vegetables,vegetables
213,yogurt,fresh products,dairy produce
213,soda,drinks,non-alc. drinks
213,shopping bags,non-food,bags
214,whole milk,fresh products,dairy produce
214,beverages,fresh products,dairy produce
214,UHT-milk,fresh products,shelf-stable dairy
214,soda,drinks,non-alc. drinks
215,sausage,meat and sausage,sausage
215,pork,meat and sausage,pork
215,beef,meat and sausage,beef
215,whole milk,fresh products,dairy produce
215,rolls/buns,fresh products,bread and backed goods
215,margarine,processed food,vinegar/oils
216,beverages,fresh products,dairy produce
217,beverages,fresh products,dairy produce
217,specialty bar,snacks and candies,chocolate
218,bottled water,drinks,non-alc. drinks
218,fruit/vegetable juice,drinks,non-alc. drinks
219,newspapers,non-food,games/books/hobby
220,cleaner,detergent,cleaner
220,female sanitary products,perfumery,cosmetics
221,sausage,meat and sausage,sausage
221,soda,drinks,non-alc. drinks
221,newspapers,non-food,games/books/hobby
221,shopping bags,non-food,bags
222,newspapers,non-food,games/books/hobby
223,sausage,meat and sausage,sausage
223,beef,meat and sausage,beef
223,citrus fruit,fruit and vegetables,fruit
223,other vegetables,fruit and vegetables,vegetables
223,whole milk,fresh products,dairy produce
223,butter milk,fresh products,dairy produce
223,whipped/sour cream,fresh products,dairy produce
223,beverages,fresh products,dairy produce
223,hard cheese,fresh products,cheese
223,rolls/buns,fresh products,bread and backed goods
223,dish cleaner,detergent,cleaner
223,cookware,non-food,non-food kitchen
224,misc. beverages,drinks,non-alc. drinks
224,newspapers,non-food,games/books/hobby
225,white wine,drinks,wine
226,sausage,meat and sausage,sausage
226,sliced cheese,fresh products,cheese
226,rolls/buns,fresh products,bread and backed goods
226,soda,drinks,non-alc. drinks
226,canned beer,drinks,beer
226,shopping bags,non-food,bags
227,meat,meat and sausage,sausage
227,curd,fresh products,dairy produce
227,bottled beer,drinks,beer
227,cake bar,snacks and candies,long-life bakery products
228,frankfurter,meat and sausage,sausage
228,meat,meat and sausage,sausage
228,tropical fruit,fruit and vegetables,fruit
228,onions,fruit and vegetables,vegetables
228,oil,processed food,vinegar/oils
228,baking powder,processed food,bakery improver
228,tea,drinks,tea/cocoa drinks
228,cling film/bags,non-food,non-food kitchen
229,ice cream,fresh products,frozen foods
229,rolls/buns,fresh products,bread and backed goods
229,canned beer,drinks,beer
230,canned beer,drinks,beer
231,tropical fruit,fruit and vegetables,fruit
231,berries,fruit and vegetables,fruit
231,root vegetables,fruit and vegetables,vegetables
231,other vegetables,fruit and vegetables,vegetables
231,bottled water,drinks,non-alc. drinks
231,shopping bags,non-food,bags
232,meat,meat and sausage,sausage
232,citrus fruit,fruit and vegetables,fruit
232,other vegetables,fruit and vegetables,vegetables
232,curd,fresh products,dairy produce
232,dessert,fresh products,dairy produce
232,butter milk,fresh products,dairy produce
232,beverages,fresh products,dairy produce
232,cream cheese,fresh products,cheese
232,rolls/buns,fresh products,bread and backed goods
232,brown bread,fresh products,bread and backed goods
232,tea,drinks,tea/cocoa drinks
232,bottled water,drinks,non-alc. drinks
233,whole milk,fresh products,dairy produce
233,mustard,processed food,condiments
233,bottled water,drinks,non-alc. drinks
234,sausage,meat and sausage,sausage
234,beef,meat and sausage,beef
234,beverages,fresh products,dairy produce
234,sliced cheese,fresh products,cheese
234,rolls/buns,fresh products,bread and backed goods
234,spices,processed food,condiments
234,house keeping products,non-food,non-food house keeping products
234,flower (seeds),non-food,garden
235,frankfurter,meat and sausage,sausage
235,sausage,meat and sausage,sausage
235,root vegetables,fruit and vegetables,vegetables
235,butter,fresh products,dairy produce
235,curd,fresh products,dairy produce
235,sliced cheese,fresh products,cheese
235,rolls/buns,fresh products,bread and backed goods
235,salty snack,snacks and candies,snacks
235,long life bakery product,snacks and candies,long-life bakery products
236,meat,meat and sausage,sausage
236,other vegetables,fruit and vegetables,vegetables
236,butter,fresh products,dairy produce
236,rolls/buns,fresh products,bread and backed goods
237,root vegetables,fruit and vegetables,vegetables
237,beverages,fresh products,dairy produce
237,Instant food products,processed food,soups/sauces
237,pickled vegetables,canned food,canned fruit/vegetables
237,detergent,detergent,detergent/softener
238,root vegetables,fruit and vegetables,vegetables
238,herbs,fruit and vegetables,vegetables
238,other vegetables,fruit and vegetables,vegetables
238,whole milk,fresh products,dairy produce
238,sliced cheese,fresh products,cheese
238,rolls/buns,fresh products,bread and backed goods
239,whole milk,fresh products,dairy produce
239,whipped/sour cream,fresh products,dairy produce
239,semi-finished bread,fresh products,bread and backed goods
239,margarine,processed food,vinegar/oils
240,citrus fruit,fruit and vegetables,fruit
240,whole milk,fresh products,dairy produce
240,curd,fresh products,dairy produce
240,dessert,fresh products,dairy produce
240,yogurt,fresh products,dairy produce
240,whipped/sour cream,fresh products,dairy produce
240,frozen dessert,fresh products,frozen foods
240,rolls/buns,fresh products,bread and backed goods
240,salt,processed food,staple foods
240,sugar,processed food,sweetener
240,cereals,processed food,health food
240,canned vegetables,canned food,canned fruit/vegetables
240,canned fish,canned food,canned fish
240,skin care,perfumery,cosmetics
240,hygiene articles,perfumery,perfumery
240,napkins,perfumery,perfumery
241,citrus fruit,fruit and vegetables,fruit
241,curd,fresh products,dairy produce
241,pastry,fresh products,bread and backed goods
241,margarine,processed food,vinegar/oils
241,sugar,processed food,sweetener
241,candy,snacks and candies,candy
241,newspapers,non-food,games/books/hobby
242,other vegetables,fruit and vegetables,vegetables
242,whole milk,fresh products,dairy produce
242,bottled water,drinks,non-alc. drinks
242,soda,drinks,non-alc. drinks
242,misc. beverages,drinks,non-alc. drinks
242,bottled beer,drinks,beer
242,red/blush wine,drinks,wine
242,napkins,perfumery,perfumery
243,citrus fruit,fruit and vegetables,fruit
243,whole milk,fresh products,dairy produce
243,rolls/buns,fresh products,bread and backed goods
244,sausage,meat and sausage,sausage
244,oil,processed food,vinegar/oils
244,hygiene articles,perfumery,perfumery
244,napkins,perfumery,perfumery
245,frankfurter,meat and sausage,sausage
245,beef,meat and sausage,beef
245,hamburger meat,meat and sausage,beef
245,grapes,fruit and vegetables,fruit
245,root vegetables,fruit and vegetables,vegetables
245,whole milk,fresh products,dairy produce
245,butter,fresh products,dairy produce
245,frozen dessert,fresh products,frozen foods
245,potato products,processed food,staple foods
245,bottled water,drinks,non-alc. drinks
245,bottled beer,drinks,beer
246,hard cheese,fresh products,cheese
246,rolls/buns,fresh products,bread and backed goods
246,bottled water,drinks,non-alc. drinks
246,newspapers,non-food,games/books/hobby
247,cream cheese,fresh products,cheese
247,rolls/buns,fresh products,bread and backed goods
247,soda,drinks,non-alc. drinks
247,chocolate,snacks and candies,chocolate
248,turkey,meat and sausage,poultry
248,beef,meat and sausage,beef
248,frozen vegetables,fresh products,frozen foods
248,dishes,non-food,non-food kitchen
248,photo/film,non-food,games/books/hobby
249,pork,meat and sausage,pork
249,other vegetables,fruit and vegetables,vegetables
249,whipped/sour cream,fresh products,dairy produce
249,rolls/buns,fresh products,bread and backed goods
249,soda,drinks,non-alc. drinks
249,shopping bags,non-food,bags
250,whole milk,fresh products,dairy produce
250,beverages,fresh products,dairy produce
251,rolls/buns,fresh products,bread and backed goods
251,soda,drinks,non-alc. drinks
252,sausage,meat and sausage,sausage
252,pip fruit,fruit and vegetables,fruit
252,whole milk,fresh products,dairy produce
252,curd,fresh products,dairy produce
252,yogurt,fresh products,dairy produce
252,sliced cheese,fresh products,cheese
252,rolls/buns,fresh products,bread and backed goods
252,bottled water,drinks,non-alc. drinks
252,hygiene articles,perfumery,perfumery
253,ice cream,fresh products,frozen foods
254,liquor,drinks,hard drinks
255,pip fruit,fruit and vegetables,fruit
255,other vegetables,fruit and vegetables,vegetables
255,fruit/vegetable juice,drinks,non-alc. drinks
256,root vegetables,fruit and vegetables,vegetables
256,other vegetables,fruit and vegetables,vegetables
256,yogurt,fresh products,dairy produce
257,soda,drinks,non-alc. drinks
258,soda,drinks,non-alc. drinks
259,sausage,meat and sausage,sausage
259,citrus fruit,fruit and vegetables,fruit
259,tropical fruit,fruit and vegetables,fruit
259,other vegetables,fruit and vegetables,vegetables
259,whole milk,fresh products,dairy produce
259,yogurt,fresh products,dairy produce
259,rolls/buns,fresh products,bread and backed goods
259,bottled water,drinks,non-alc. drinks
259,soda,drinks,non-alc. drinks
259,chocolate,snacks and candies,chocolate
259,newspapers,non-food,games/books/hobby
260,root vegetables,fruit and vegetables,vegetables
260,whole milk,fresh products,dairy produce
260,pet care,canned food,pet food/care
260,detergent,detergent,detergent/softener
261,pork,meat and sausage,pork
261,berries,fruit and vegetables,fruit
261,root vegetables,fruit and vegetables,vegetables
261,other vegetables,fruit and vegetables,vegetables
261,pastry,fresh products,bread and backed goods
261,specialty bar,snacks and candies,chocolate
262,pork,meat and sausage,pork
263,chocolate,snacks and candies,chocolate
264,fruit/vegetable juice,drinks,non-alc. drinks
265,pickled vegetables,canned food,canned fruit/vegetables
265,coffee,drinks,coffee
266,bottled water,drinks,non-alc. drinks
267,frankfurter,meat and sausage,sausage
267,sausage,meat and sausage,sausage
267,butter,fresh products,dairy produce
267,whipped/sour cream,fresh products,dairy produce
267,rolls/buns,fresh products,bread and backed goods
267,margarine,processed food,vinegar/oils
267,spices,processed food,condiments
268,tropical fruit,fruit and vegetables,fruit
268,pip fruit,fruit and vegetables,fruit
268,onions,fruit and vegetables,vegetables
268,other vegetables,fruit and vegetables,vegetables
268,whole milk,fresh products,dairy produce
268,domestic eggs,fresh products,eggs
268,sugar,processed food,sweetener
268,soups,processed food,soups/sauces
268,tea,drinks,tea/cocoa drinks
268,soda,drinks,non-alc. drinks
268,hygiene articles,perfumery,perfumery
268,napkins,perfumery,perfumery
269,canned beer,drinks,beer
270,root vegetables,fruit and vegetables,vegetables
271,meat,meat and sausage,sausage
271,citrus fruit,fruit and vegetables,fruit
271,berries,fruit and vegetables,fruit
271,root vegetables,fruit and vegetables,vegetables
